Company,CompanyLocation,Year,BeanOrigin,Continent,CocoaPercent,CocoaBin,IngredientCount,IngredientInitials,Rating
Idilio (Felchlin),Switzerland,2011,Venezuela,South America,74.0,70-80%,3,"B,S,C",4.0
Idilio (Felchlin),Switzerland,2011,Venezuela,South America,70.0,60-70%,3,"B,S,C",4.0
Idilio (Felchlin),Switzerland,2011,Venezuela,South America,72.0,70-80%,3,"B,S,C",4.0
Idilio (Felchlin),Switzerland,2011,Venezuela,South America,72.0,70-80%,3,"B,S,C",4.0
Idilio (Felchlin),Switzerland,2013,Venezuela,South America,72.0,70-80%,3,"B,S,C",3.75
Indah,India,2016,India,Asia,61.0,60-70%,4,"B,S,C,L",2.5
Indi,U.S.A.,2014,Honduras,North America,77.0,70-80%,3,"B,S,C",3.0
Indi,U.S.A.,2017,Vietnam,Asia,72.0,70-80%,3,"B,S,C",3.25
iQ Chocolate,Scotland,2012,Peru,South America,72.0,70-80%,4,"B,S*,C,L",2.75
iQ Chocolate,Scotland,2012,Peru,South America,72.0,70-80%,4,"B,S*,C,L",3.0
Isidro,U.S.A.,2014,Peru,South America,72.0,70-80%,2,"B,S",2.25
Isidro,U.S.A.,2014,Belize,North America,72.0,70-80%,2,"B,S",3.25
Isidro,U.S.A.,2014,Dominican Republic,North America,72.0,70-80%,2,"B,S",3.25
Isidro,U.S.A.,2014,Madagascar,Africa,72.0,70-80%,2,"B,S",3.5
Islands Chocolate,St.Vincent-Grenadines,2018,St.Vincent-Grenadines,North America,72.0,70-80%,4,"B,S,C,L",2.75
Izard,U.S.A.,2015,Dominican Republic,North America,70.0,60-70%,2,"B,S",2.75
Izard,U.S.A.,2015,Belize,North America,70.0,60-70%,2,"B,S",3.5
Jacque Torres,U.S.A.,2006,Ghana,Africa,71.0,70-80%,5,"B,S,C,V,L",2.0
Jean Marie Auboine,U.S.A.,2018,Venezuela,South America,72.0,70-80%,3,"B,S,C",3.25
Johnny Iuzzini,U.S.A.,2017,Jamaica,North America,67.0,60-70%,4,"B,S,C,L",3.0
Johnny Iuzzini,U.S.A.,2017,Peru,South America,75.0,70-80%,4,"B,S,C,L",3.0
Johnny Iuzzini,U.S.A.,2017,Venezuela,South America,72.0,70-80%,3,"B,S,C",3.5
Johnny Iuzzini,U.S.A.,2017,Vietnam,Asia,65.0,60-70%,4,"B,S,C,L",3.5
Johnny Iuzzini,U.S.A.,2017,Ecuador,South America,70.0,60-70%,4,"B,S,C,L",3.5
Johnny Iuzzini,U.S.A.,2017,Madagascar,Africa,68.0,60-70%,5,"B,S,C,V,L",3.5
Johnny Iuzzini,U.S.A.,2017,Ecuador,South America,78.0,70-80%,4,"B,S,C,L",3.75
Johnny Iuzzini,U.S.A.,2018,India,Asia,66.0,60-70%,4,"B,S,C,L",3.0
Johnny Iuzzini,U.S.A.,2018,Colombia,South America,73.0,70-80%,4,"B,S,C,L",3.25
Johnny Iuzzini,U.S.A.,2018,Trinidad,North America,80.0,70-80%,4,"B,S,C,L",3.25
Jordis,Czech Republic,2015,Madagascar,Africa,63.0,60-70%,2,"B,S",2.75
Jordis,Czech Republic,2020,Venezuela,South America,75.0,70-80%,3,"B,S,C",2.75
Kad Kokoa,Thailand,2018,Thailand,Asia,70.0,60-70%,3,"B,S,C",3.0
Kad Kokoa,Thailand,2018,Thailand,Asia,70.0,60-70%,3,"B,S,C",3.5
Kad Kokoa,Thailand,2018,Thailand,Asia,70.0,60-70%,3,"B,S,C",3.5
Kad Kokoa,Thailand,2018,Thailand,Asia,70.0,60-70%,3,"B,S,C",3.75
Kah Kow,Dominican Republic,2013,Dominican Republic,North America,82.0,80-90%,5,"B,S,C,V,L",3.0
Kah Kow,Dominican Republic,2013,Dominican Republic,North America,55.0,50-60%,5,"B,S,C,V,L",3.25
Kah Kow,Dominican Republic,2013,Dominican Republic,North America,62.0,60-70%,5,"B,S,C,V,L",3.25
Kah Kow,Dominican Republic,2013,Dominican Republic,North America,70.0,60-70%,5,"B,S,C,V,L",3.5
Kah Kow,U.S.A.,2020,Dominican Republic,North America,68.0,60-70%,4,"B,S,C,L",3.75
Kah Kow,U.S.A.,2020,Dominican Republic,North America,70.0,60-70%,3,"B,S,C",3.75
Kah Kow,U.S.A.,2020,Dominican Republic,North America,67.0,60-70%,4,"B,S,C,L",3.75
Kah Kow - USA,Dominican Republic,2019,Dominican Republic,North America,70.0,60-70%,3,"B,S,C",3.0
Kah Kow - USA,U.S.A.,2019,Dominican Republic,North America,72.0,70-80%,4,"B,S,C,L",3.0
Kah Kow - USA,Dominican Republic,2019,Dominican Republic,North America,71.5,70-80%,3,"B,S,C",3.5
Kah Kow - USA,Dominican Republic,2019,Dominican Republic,North America,68.0,60-70%,4,"B,S,C,L",3.75
Kah Kow - USA,U.S.A.,2019,Dominican Republic,North America,65.0,60-70%,4,"B,S,C,L",3.75
Kaitxo,Spain,2019,Nicaragua,North America,75.0,70-80%,3,"B,S,C",3.0
Kaitxo,Spain,2019,Peru,South America,75.0,70-80%,3,"B,S,C",3.0
Kaitxo,Spain,2019,Tanzania,Africa,75.0,70-80%,3,"B,S,C",3.25
Kallari (Ecuatoriana),Ecuador,2008,Ecuador,South America,85.0,80-90%,4,"B,S,C,V",2.5
Kallari (Ecuatoriana),Ecuador,2008,Ecuador,South America,75.0,70-80%,4,"B,S,C,V",2.5
Kallari (Ecuatoriana),Ecuador,2008,Ecuador,South America,75.0,70-80%,4,"B,S,C,V",2.75
Kallari (Ecuatoriana),Ecuador,2008,Ecuador,South America,85.0,80-90%,4,"B,S,C,V",2.75
Kallari (Ecuatoriana),Ecuador,2008,Ecuador,South America,70.0,60-70%,4,"B,S,C,V",3.0
Kallari (Ecuatoriana),Ecuador,2008,Ecuador,South America,85.0,80-90%,4,"B,S,C,V",3.0
Kallari (Ecuatoriana),Ecuador,2008,Ecuador,South America,85.0,80-90%,4,"B,S,C,V",3.0
Kallari (Ecuatoriana),Ecuador,2008,Ecuador,South America,70.0,60-70%,4,"B,S,C,V",3.5
Kasama,Canada,2021,Philippines,Asia,70.0,60-70%,3,"B,S,C",3.25
Kasama,Canada,2021,Papua New Guinea,Oceania,70.0,60-70%,3,"B,S,C",3.5
Kerchner,U.S.A.,2013,Dominican Republic,North America,70.0,60-70%,3,"B,S,C",3.75
Ki' Xocolatl,Mexico,2009,Mexico,North America,72.0,70-80%,5,"B,S,C,V,L",2.0
Kin + Pod,Canada,2020,Colombia,South America,70.0,60-70%,3,"B,S,C",3.25
Kiskadee,U.S.A.,2014,Dominican Republic,North America,60.0,50-60%,2,"B,S",3.0
Krak,Amsterdam,2017,Belize,North America,70.0,60-70%,2,"B,S",3.0
Krak,Amsterdam,2017,Vietnam,Asia,70.0,60-70%,2,"B,S",3.0
Krak,Amsterdam,2017,Mexico,North America,70.0,60-70%,2,"B,S",3.25
Krak,Amsterdam,2018,Madagascar,Africa,70.0,60-70%,2,"B,S",3.0
Krak,Amsterdam,2018,Philippines,Asia,70.0,60-70%,2,"B,S",3.25
Krak,Amsterdam,2018,Mexico,North America,70.0,60-70%,2,"B,S",3.75
Krak,Netherlands,2019,Colombia,South America,70.0,60-70%,2,"B,S",3.0
Krak,Amsterdam,2019,Papua New Guinea,Oceania,70.0,60-70%,2,"B,S",3.25
Kto,U.S.A.,2014,Peru,South America,72.0,70-80%,2,"B,S",2.5
Kto,U.S.A.,2014,Venezuela,South America,72.0,70-80%,3,"B,S,C",2.75
Kto,U.S.A.,2014,Belize,North America,72.0,70-80%,3,"B,S,C",3.0
Kto,U.S.A.,2014,Madagascar,Africa,72.0,70-80%,3,"B,S,C",3.25
Kto,U.S.A.,2014,Belize,North America,90.0,80-90%,2,"B,S",3.25
Kto,U.S.A.,2014,Dominican Republic,North America,72.0,70-80%,3,"B,S,C",3.25
Kto,U.S.A.,2014,Dominican Republic,North America,72.0,70-80%,3,"B,S,C",3.25
K'ul,U.S.A.,2016,Peru,South America,70.0,60-70%,4,"B,S,C,L",2.75
K'ul,U.S.A.,2016,Haiti,North America,70.0,60-70%,4,"B,S,C,L",3.25
K'ul,U.S.A.,2016,Brazil,South America,70.0,60-70%,4,"B,S,C,L",3.75
K'ul,U.S.A.,2016,Ecuador,South America,70.0,60-70%,4,"B,S,C,L",3.75
Kyya,U.S.A.,2014,Uganda,Africa,72.5,70-80%,5,"B,S,C,V,Sa",2.5
Kyya,U.S.A.,2014,Ecuador,South America,72.5,70-80%,5,"B,S,C,V,Sa",2.5
Kyya,U.S.A.,2014,Dominican Republic,North America,72.5,70-80%,5,"B,S,C,V,Sa",3.0
Kyya,U.S.A.,2014,Madagascar,Africa,72.5,70-80%,5,"B,S,C,V,Sa",3.0
L.A. Burdick (Felchlin),U.S.A.,2009,Bolivia,South America,68.0,60-70%,5,"B,S,C,V,L",3.0
L.A. Burdick (Felchlin),U.S.A.,2009,Madagascar,Africa,64.0,60-70%,5,"B,S,C,V,L",3.5
L.A. Burdick (Felchlin),U.S.A.,2010,Venezuela,South America,71.0,70-80%,5,"B,S,C,V,L",3.0
L.A. Burdick (Felchlin),U.S.A.,2010,Grenada,North America,75.0,70-80%,5,"B,S,C,V,L",3.25
L.A. Burdick (Felchlin),U.S.A.,2010,Dominican Republic,North America,74.0,70-80%,5,"B,S,C,V,L",3.75
L.A. Burdick (Felchlin),U.S.A.,2011,Ecuador,South America,74.0,70-80%,5,"B,S,C,V,L",3.75
L.A. Burdick (Felchlin),U.S.A.,2012,Peru,South America,74.0,70-80%,5,"B,S,C,V,L",3.25
L.A. Burdick (Felchlin),U.S.A.,2012,Venezuela,South America,68.0,60-70%,5,"B,S,C,V,L",3.75
L.A. Burdick (Felchlin),U.S.A.,2012,Brazil,South America,70.0,60-70%,5,"B,S,C,V,L",4.0
La Cascade du Chocolat,U.S.A.,2019,Fiji,Oceania,68.0,60-70%,3,"B,S,C",3.0
La Chorena,U.S.A.,2018,Dominican Republic,North America,70.0,60-70%,2,"B,S",3.0
La Chorena,U.S.A.,2018,Peru,South America,75.0,70-80%,2,"B,S",3.0
La Chorena,U.S.A.,2018,Belize,North America,70.0,60-70%,4,"B,S,C,L",3.25
La Chorena,U.S.A.,2018,Guatemala,North America,70.0,60-70%,2,"B,S",3.25
La Feverie (Hasnaa),France,2018,Belize,North America,70.0,60-70%,2,"B,S",3.5
La Feverie (Hasnaa),France,2018,Guatemala,North America,70.0,60-70%,2,"B,S",3.5
La Feverie (Hasnaa),France,2019,Peru,South America,72.0,70-80%,2,"B,S",3.5
La Maison du Chocolat (Valrhona),France,2008,Blend,Other,74.0,70-80%,4,"B,S,C,L",3.5
La Maison du Chocolat (Valrhona),France,2009,Blend,Other,60.0,50-60%,4,"B,S,C,L",3.0
La Maison du Chocolat (Valrhona),France,2009,Ghana,Africa,68.0,60-70%,4,"B,S,C,L",3.25
La Maison du Chocolat (Valrhona),France,2009,Venezuela,South America,69.0,60-70%,4,"B,S,C,L",3.5
La Maison du Chocolat (Valrhona),France,2009,Blend,Other,60.0,50-60%,4,"B,S,C,L",3.75
La Maison du Chocolat (Valrhona),France,2011,Grenada,North America,68.0,60-70%,4,"B,S,C,L",3.5
La Maison du Chocolat (Valrhona),France,2012,Dominican Republic,North America,66.0,60-70%,4,"B,S,C,L",3.5
La Maison du Chocolat (Valrhona),France,2013,Blend,Other,74.0,70-80%,4,"B,S,C,L",2.75
La Maison du Chocolat (Valrhona),France,2013,Tobago,Other,60.0,50-60%,4,"B,S,C,L",3.25
La Maison du Chocolat (Valrhona),France,2013,Ecuador,South America,56.0,50-60%,4,"B,S,C,L",3.25
La Rifa,Mexico,2018,Mexico,North America,70.0,60-70%,2,"B,S",3.0
La Rifa,Mexico,2018,Mexico,North America,70.0,60-70%,2,"B,S",3.5
La Rifa,Mexico,2018,Mexico,North America,70.0,60-70%,2,"B,S",3.5
Laia aka Chat-Noir,France,2014,Cuba,North America,70.0,60-70%,4,"B,S,C,L",2.75
Laia aka Chat-Noir,France,2014,Blend,Other,68.0,60-70%,4,"B,S,C,L",2.75
Laia aka Chat-Noir,France,2015,Madagascar,Africa,75.0,70-80%,4,"B,S,C,L",2.75
Laia aka Chat-Noir,France,2015,Vietnam,Asia,75.0,70-80%,4,"B,S,C,L",2.75
Laia aka Chat-Noir,France,2015,Cuba,North America,75.0,70-80%,4,"B,S,C,L",3.0
Laia aka Chat-Noir,France,2015,Ivory Coast,Africa,75.0,70-80%,4,"B,S,C,L",3.0
Laia aka Chat-Noir,France,2015,Peru,South America,75.0,70-80%,4,"B,S,C,L",3.25
Laia aka Chat-Noir,France,2015,Brazil,South America,75.0,70-80%,4,"B,S,C,L",3.25
Laia aka Chat-Noir,France,2015,Sao Tome,Africa,75.0,70-80%,4,"B,S,C,L",3.5
Laia aka Chat-Noir,France,2015,Vietnam,Asia,75.0,70-80%,4,"B,S,C,L",3.75
L'Amourette,U.S.A.,2012,Venezuela,South America,75.0,70-80%,5,"B,S,C,V,L",3.0
L'Amourette,U.S.A.,2012,Venezuela,South America,75.0,70-80%,5,"B,S,C,V,L",3.0
L'Amourette,U.S.A.,2012,Blend,Other,72.0,70-80%,5,"B,S,C,V,L",3.0
L'Amourette,U.S.A.,2016,Nicaragua,North America,80.0,70-80%,2,"B,S",3.5
Land,U.K.,2018,Nicaragua,North America,71.0,70-80%,3,"B,S,C",3.0
Land,U.K.,2018,Honduras,North America,70.0,60-70%,3,"B,S,C",3.25
Land,U.K.,2018,Nicaragua,North America,73.0,70-80%,3,"B,S,C",3.5
Landmark (Amano),U.S.A.,2017,Bolivia,South America,74.0,70-80%,3,"B,S,C",3.75
Legast,Belgium,2019,Colombia,South America,70.0,60-70%,3,"B,S,C",2.75
Legast,Belgium,2019,Costa Rica,North America,70.0,60-70%,3,"B,S,C",3.25
Legast,Belgium,2019,Peru,South America,70.0,60-70%,3,"B,S,C",3.5
Letterpress,U.S.A.,2014,Peru,South America,70.0,60-70%,2,"B,S",3.5
Letterpress,U.S.A.,2015,Costa Rica,North America,70.0,60-70%,2,"B,S",3.0
Letterpress,U.S.A.,2015,Bolivia,South America,70.0,60-70%,2,"B,S",3.25
Letterpress,U.S.A.,2015,Dominican Republic,North America,70.0,60-70%,2,"B,S",3.25
Letterpress,U.S.A.,2015,Trinidad,North America,70.0,60-70%,2,"B,S",3.5
Letterpress,U.S.A.,2015,Tanzania,Africa,70.0,60-70%,2,"B,S",3.5
Letterpress,U.S.A.,2016,Liberia,Africa,70.0,60-70%,2,"B,S",3.25
Letterpress,U.S.A.,2017,Belize,North America,70.0,60-70%,2,"B,S",3.25
Letterpress,U.S.A.,2017,Honduras,North America,70.0,60-70%,2,"B,S",3.5
Letterpress,U.S.A.,2017,Peru,South America,70.0,60-70%,3,"B,S,C",4.0
Letterpress,U.S.A.,2018,Ghana,Africa,70.0,60-70%,3,"B,S,C",3.75
Letterpress,U.S.A.,2019,Jamaica,North America,70.0,60-70%,3,"B,S,C",3.25
Letterpress,U.S.A.,2019,Bolivia,South America,70.0,60-70%,3,"B,S,C",3.25
Letterpress,U.S.A.,2021,Sao Tome & Principe,Africa,70.0,60-70%,3,"B,S,C",3.5
Letterpress,U.S.A.,2021,U.S.A.,North America,70.0,60-70%,3,"B,S,C",3.75
Levy,Finland,2014,Madagascar,Africa,71.0,70-80%,3,"B,S,C",3.5
Lilla,Finland,2016,Madagascar,Africa,70.0,60-70%,2,"B,S",3.0
Lillie Belle,U.S.A.,2012,Blend,Other,75.0,70-80%,2,"B,S",2.75
Lillie Belle,U.S.A.,2012,Dominican Republic,North America,74.0,70-80%,2,"B,S",3.0
Lillie Belle,U.S.A.,2012,Peru,South America,65.0,60-70%,2,"B,S",3.5
Lillie Belle,U.S.A.,2012,Bolivia,South America,68.0,60-70%,2,"B,S",3.5
Lillie Belle,U.S.A.,2012,Bolivia,South America,68.0,60-70%,2,"B,S",3.5
Lillie Belle,U.S.A.,2012,Peru,South America,68.0,60-70%,2,"B,S",3.75
Lindt & Sprungli,Switzerland,2007,Blend,Other,85.0,80-90%,4,"B,S,C,V",3.0
Lirio,U.S.A.,2020,Sierra Leone,Africa,72.0,70-80%,2,"B,S",2.5
Lirio,U.S.A.,2020,India,Asia,72.0,70-80%,2,"B,S",3.0
Lirio,U.S.A.,2020,Vietnam,Asia,72.0,70-80%,2,"B,S",3.0
Loiza,Puerto Rico,2013,Puerto Rico,North America,65.0,60-70%,5,"B,S,C,V,L",2.5
Lonohana,U.S.A.,2013,U.S.A.,North America,71.0,70-80%,4,"B,S,C,V",3.0
Lonohana,U.S.A.,2013,U.S.A.,North America,72.0,70-80%,4,"B,S,C,V",3.0
Lonohana,U.S.A.,2013,U.S.A.,North America,70.0,60-70%,4,"B,S,C,V",3.5
Lonohana,U.S.A.,2014,U.S.A.,North America,65.0,60-70%,4,"B,S,C,V",3.25
Lonohana,U.S.A.,2014,U.S.A.,North America,70.0,60-70%,2,"B,S",3.75
Lonohana,U.S.A.,2014,U.S.A.,North America,75.0,70-80%,4,"B,S,C,V",3.75
Loon,U.S.A.,2021,Bolivia,South America,70.0,60-70%,3,"B,S,C",2.75
Loon,U.S.A.,2021,Belize,North America,75.0,70-80%,3,"B,S,C",3.0
Love Bar,U.S.A.,2015,Nicaragua,North America,75.0,70-80%,2,"B,S",2.0
Love Brown,Taiwan,2018,Nicaragua,North America,75.0,70-80%,2,"B,S",2.5
Love Brown,Taiwan,2018,Sumatra,Other,70.0,60-70%,2,"B,S",3.0
Love Brown,Taiwan,2018,Nicaragua,North America,80.0,70-80%,2,"B,S",3.25
Love Brown,Taiwan,2018,Nicaragua,North America,78.0,70-80%,2,"B,S",3.5
Luisa Abram,Brazil,2017,Brazil,South America,81.0,80-90%,2,"B,S",3.25
Luisa Abram,Brazil,2018,Brazil,South America,70.0,60-70%,2,"B,S",3.0
Luisa Abram,Brazil,2021,Brazil,South America,70.0,60-70%,3,"B,S,C",3.25
Luisa's Vegan,U.K.,2020,Papua New Guinea,Oceania,72.0,70-80%,3,"B,S,C",3.25
Luker,Colombia,2010,Blend,Other,60.0,50-60%,5,"B,S,C,V,L",3.0
Luker,Colombia,2010,Blend,Other,58.0,50-60%,5,"B,S,C,V,L",3.0
Luker,Colombia,2010,Colombia,South America,65.0,60-70%,5,"B,S,C,V,L",3.5
Lumineux,U.S.A.,2020,India,Asia,72.0,70-80%,3,"B,S,C",3.0
Lumineux,U.S.A.,2020,Madagascar,Africa,73.0,70-80%,3,"B,S,C",3.25
Lumineux,U.S.A.,2020,Tanzania,Africa,75.0,70-80%,3,"B,S,C",3.25
Lumineux,U.S.A.,2020,Uganda,Africa,68.0,60-70%,3,"B,S,C",3.25
Lumineux,U.S.A.,2020,Ivory Coast,Africa,67.0,60-70%,3,"B,S,C",3.5
MaDe Atlantic City Chocolate Bar,U.S.A.,2019,Uganda,Africa,75.0,70-80%,3,"B,S,C",2.5
MaDe Atlantic City Chocolate Bar,U.S.A.,2019,Ghana,Africa,75.0,70-80%,3,"B,S,C",2.75
Madecasse (Cinagra),Madagascar,2008,Madagascar,Africa,67.0,60-70%,5,"B,S,C,V,L",3.5
Madecasse (Cinagra),Madagascar,2008,Madagascar,Africa,75.0,70-80%,5,"B,S,C,V,L",3.5
Madecasse (Cinagra),Madagascar,2008,Madagascar,Africa,70.0,60-70%,5,"B,S,C,V,L",3.75
Madecasse (Cinagra),Madagascar,2008,Madagascar,Africa,63.0,60-70%,5,"B,S,C,V,L",4.0
Madhu,U.S.A.,2021,Colombia,South America,70.0,60-70%,2,"B,S",2.5
Madre,U.S.A.,2010,Mexico,North America,72.0,70-80%,4,"B,S,C,V",2.75
Madre,U.S.A.,2011,Dominican Republic,North America,70.0,60-70%,4,"B,S,C,V",2.5
Madre,U.S.A.,2011,Costa Rica,North America,70.0,60-70%,4,"B,S,C,V",2.75
Madre,U.S.A.,2012,U.S.A.,North America,70.0,60-70%,4,"B,S,C,V",3.25
Madre,U.S.A.,2012,U.S.A.,North America,70.0,60-70%,4,"B,S,C,V",3.25
Madre,U.S.A.,2012,U.S.A.,North America,70.0,60-70%,4,"B,S,C,V",3.5
Madre,U.S.A.,2013,Puerto Rico,North America,70.0,60-70%,4,"B,S,C,V",2.75
Madre,U.S.A.,2013,U.S.A.,North America,70.0,60-70%,4,"B,S,C,V",2.75
Madre,U.S.A.,2013,Mexico,North America,70.0,60-70%,4,"B,S,C,V",2.75
Madre,U.S.A.,2013,Brazil,South America,70.0,60-70%,4,"B,S,C,V",3.5
Madre,U.S.A.,2017,Solomon Islands,Oceania,73.0,70-80%,2,"B,S",3.5
Maglio,Italy,2008,Tanzania,Africa,75.0,70-80%,4,"B,S,C,V",2.0
Maglio,Italy,2008,Ecuador,South America,70.0,60-70%,4,"B,S,V,L",3.0
Maglio,Italy,2008,Cuba,North America,70.0,60-70%,5,"B,S,C,V,L",3.25
Maglio,Italy,2008,Dominican Republic,North America,70.0,60-70%,5,"B,S,C,V,L",3.75
Majani,Italy,2010,Ecuador,South America,70.0,60-70%,4,"B,S,C,L",2.0
Malagasy (Chocolaterie Robert),Madagascar,2007,Madagascar,Africa,75.0,70-80%,4,"B,S,C,L",2.75
Malagasy (Chocolaterie Robert),Madagascar,2007,Madagascar,Africa,73.0,70-80%,4,"B,S,C,L",3.5
Malagos,Philippines,2013,Philippines,Asia,65.0,60-70%,5,"B,S,C,V,L",3.5
Malai,Thailand,2018,Thailand,Asia,70.0,60-70%,3,"B,S*,C",2.75
Malie Kai (Guittard),U.S.A.,2009,U.S.A.,North America,55.0,50-60%,5,"B,S,C,V,L",2.75
Malie Kai (Guittard),U.S.A.,2010,U.S.A.,North America,55.0,50-60%,5,"B,S,C,V,L",3.5
Malmo,Sweden,2016,Venezuela,South America,70.0,60-70%,3,"B,S,C",3.0
Mana,U.S.A.,2012,Dominican Republic,North America,74.0,70-80%,3,"B,S,C",3.75
Mana,U.S.A.,2014,Peru,South America,74.0,70-80%,3,"B,S,C",2.5
Mana,U.S.A.,2014,Venezuela,South America,74.0,70-80%,3,"B,S,C",2.75
Mana,U.S.A.,2015,Ecuador,South America,74.0,70-80%,2,"B,S",2.5
Manifesto Cacao,Colombia,2014,Colombia,South America,70.0,60-70%,4,"B,S,C,L",2.75
Manoa,U.S.A.,2012,U.S.A.,North America,72.0,70-80%,3,"B,S,C",2.75
Manoa,U.S.A.,2012,Peru,South America,72.0,70-80%,3,"B,S,C",3.0
Manoa,U.S.A.,2012,Liberia,Africa,72.0,70-80%,3,"B,S,C",3.25
Manoa,U.S.A.,2012,U.S.A.,North America,72.0,70-80%,3,"B,S,C",3.25
Manoa,U.S.A.,2013,U.S.A.,North America,72.0,70-80%,3,"B,S,C",3.75
Manoa,U.S.A.,2015,Papua New Guinea,Oceania,72.0,70-80%,3,"B,S,C",3.5
Manoa,U.S.A.,2015,Costa Rica,North America,72.0,70-80%,3,"B,S,C",3.75
Manoa,U.S.A.,2017,Peru,South America,70.0,60-70%,3,"B,S,C",3.25
Manoa,U.S.A.,2019,U.S.A.,North America,70.0,60-70%,3,"B,S,C",3.5
Manufaktura Czekolady,Poland,2012,Dominican Republic,North America,70.0,60-70%,2,"B,S",3.25
Manufaktura Czekolady,Poland,2012,Ecuador,South America,70.0,60-70%,2,"B,S",3.25
Manufaktura Czekolady,Poland,2012,Ghana,Africa,70.0,60-70%,2,"B,S",3.5
Manufaktura Czekolady,Poland,2014,Colombia,South America,85.0,80-90%,2,"B,S",3.5
Manufaktura Czekolady,Poland,2014,Venezuela,South America,70.0,60-70%,2,"B,S",3.75
Manufaktura Czekolady,Poland,2016,Peru,South America,70.0,60-70%,3,"B,S,C",3.5
Manufaktura Czekolady,Poland,2016,Nicaragua,North America,70.0,60-70%,3,"B,S,C",3.75
Map Chocolate,U.S.A.,2015,Trinidad,North America,70.0,60-70%,3,"B,S,C",2.75
Map Chocolate,U.S.A.,2015,Colombia,South America,75.0,70-80%,3,"B,S,C",2.75
Map Chocolate,U.S.A.,2015,Tanzania,Africa,72.0,70-80%,3,"B,S,C",3.0
Map Chocolate,U.S.A.,2015,Dominican Republic,North America,70.0,60-70%,3,"B,S,C",3.5
Map Chocolate,U.S.A.,2015,Peru,South America,62.0,60-70%,3,"B,S,C",3.5
Map Chocolate,U.S.A.,2015,Ecuador,South America,70.0,60-70%,3,"B,S,C",3.5
Map Chocolate,U.S.A.,2015,Nicaragua,North America,70.0,60-70%,3,"B,S,C",3.5
Map Chocolate,U.S.A.,2015,Peru,South America,68.0,60-70%,3,"B,S,C",3.5
Map Chocolate,U.S.A.,2015,Honduras,North America,78.0,70-80%,3,"B,S,C",3.5
Map Chocolate,U.S.A.,2016,Vietnam,Asia,75.0,70-80%,3,"B,S,C",3.25
Map Chocolate,U.S.A.,2017,Vietnam,Asia,73.0,70-80%,2,"B,S",3.0
Map Chocolate,U.S.A.,2018,Blend,Other,72.0,70-80%,3,"B,S,C",3.0
Map Chocolate,U.S.A.,2018,Mexico,North America,72.0,70-80%,3,"B,S,C",3.25
Map Chocolate,U.S.A.,2018,Dominican Republic,North America,72.0,70-80%,3,"B,S,C",3.5
Marana,Peru,2016,Peru,South America,70.0,60-70%,3,"B,S,C",2.75
Marana,Peru,2021,Peru,South America,80.0,70-80%,3,"B,S,C",3.25
Marana,Peru,2021,Peru,South America,70.0,60-70%,3,"B,S,C",3.5
Maribea,U.S.A.,2021,Mexico,North America,72.0,70-80%,3,"B,S,C",2.75
Maribea,U.S.A.,2021,Bolivia,South America,72.0,70-80%,3,"B,S,C",2.75
Maribea,U.S.A.,2021,Brazil,South America,72.0,70-80%,3,"B,S,C",3.25
Marigold's Finest,Canada,2016,Blend,Other,75.0,70-80%,2,"B,S",3.25
Markham & Fitz,U.S.A.,2018,Haiti,North America,75.0,70-80%,2,"B,S",2.75
Marou,Vietnam,2012,Vietnam,Asia,80.0,70-80%,3,"B,S,C",3.0
Marou,Vietnam,2012,Vietnam,Asia,76.0,70-80%,3,"B,S,C",3.5
Marou,Vietnam,2012,Vietnam,Asia,72.0,70-80%,3,"B,S,C",3.5
Marou,Vietnam,2012,Vietnam,Asia,70.0,60-70%,3,"B,S,C",3.5
Marou,Vietnam,2012,Vietnam,Asia,78.0,70-80%,3,"B,S,C",3.5
Marou,Vietnam,2012,Vietnam,Asia,74.0,70-80%,3,"B,S,C",3.5
Marou,Vietnam,2013,Vietnam,Asia,75.0,70-80%,3,"B,S,C",3.5
Marou,Vietnam,2015,Vietnam,Asia,85.0,80-90%,2,"B,S",3.25
Marou,Vietnam,2015,Vietnam,Asia,68.0,60-70%,2,"B,S",3.5
Marou,Vietnam,2015,Vietnam,Asia,70.0,60-70%,2,"B,S",3.75
Marou,Vietnam,2018,Vietnam,Asia,75.0,70-80%,3,"B,S,C",3.5
Marsatta,U.S.A.,2013,Dominican Republic,North America,74.0,70-80%,4,"B,S,C,V",2.25
Marsatta,U.S.A.,2013,Dominican Republic,North America,89.0,80-90%,4,"B,S,C,V",2.5
Martin Mayer,Austria,2016,Bolivia,South America,76.0,70-80%,3,"B,S,C",2.75
Martin Mayer,Austria,2016,Haiti,North America,82.0,80-90%,3,"B,S,C",3.0
Martin Mayer,Austria,2016,Colombia,South America,74.0,70-80%,3,"B,S,C",3.25
Mast Brothers,U.S.A.,2010,Venezuela,South America,81.0,80-90%,2,"B,S",2.75
Mast Brothers,U.S.A.,2010,Venezuela,South America,75.0,70-80%,2,"B,S",3.0
Mast Brothers,U.S.A.,2010,Dominican Republic,North America,70.0,60-70%,2,"B,S",3.25
Mast Brothers,U.S.A.,2011,Venezuela,South America,81.0,80-90%,2,"B,S",2.75
Mast Brothers,U.S.A.,2011,Papua New Guinea,Oceania,71.0,70-80%,2,"B,S",2.75
Mast Brothers,U.S.A.,2011,Venezuela,South America,76.0,70-80%,2,"B,S",3.0
